CD #,County,County Pop. in CD,% of CD in County
21,Hays,36368,0.052
21,Kendall,33410,0.048
21,Kerr,49625,0.071
21,Real,3309,0.005
21,Travis,189294,0.271
22,Brazoria,158276,0.227
22,Fort Bend,439464,0.629
22,Harris,100760,0.144
23,Bexar,275373,0.394
23,Brewster,9232,0.013
23,Crane,4375,0.006
23,Crockett,3719,0.005
23,Culberson,2398,0.003
23,Dimmit,9996,0.014
23,Edwards,2002,0.003
23,El Paso,102159,0.146
23,Frio,17217,0.025
23,Hudspeth,3476,0.005
23,Jeff Davis,2342,0.003
23,Kinney,3598,0.005
23,La Salle,5123,0.007
23,Loving,82,0
23,Maverick,54258,0.078
23,Medina,46006,0.066
23,Pecos,15507,0.022
23,Presidio,7818,0.011
23,Reagan,3367,0.005
23,Reeves,13783,0.02
23,Schleicher,3461,0.005
23,Sutton,4128,0.006
23,Terrell,984,0.001
23,Upton,3355,0.005
23,Uvalde,26405,0.038
23,Val Verde,48879,0.07
23,Ward,10658,0.015
23,Winkler,7110,0.01
23,Zavala,11677,0.017
24,Dallas,330826,0.474
24,Denton,112782,0.161
24,Tarrant,254894,0.365
25,Bell,34427,0.049
25,Bosque,18212,0.026
25,Burnet,42750,0.061
25,Coryell,75388,0.108
25,Erath,17534,0.025
25,Hamilton,8517,0.012
25,Hays,38920,0.056
25,Hill,35089,0.05
25,Johnson,150934,0.216
25,Lampasas,19677,0.028
25,Somervell,8490,0.012
25,Tarrant,7065,0.01
25,Travis,241475,0.346
26,Dallas,841,0.001
26,Denton,549832,0.787
26,Tarrant,147815,0.212
27,Aransas,23158,0.033
27,Bastrop,29949,0.043
27,Caldwell,20233,0.029
27,Calhoun,21381,0.031
27,Gonzales,13668,0.02
27,Jackson,14075,0.02
27,Lavaca,19263,0.028
27,Matagorda,36702,0.053
27,Nueces,340223,0.487
27,Refugio,7383,0.011
27,San Patricio,44379,0.064
27,Victoria,86793,0.124
27,Wharton,41280,0.059
28,Atascosa,44911,0.064
28,Bexar,158356,0.227
28,Hidalgo,128731,0.184
28,La Salle,1763,0.003
28,McMullen,707,0.001
28,Starr,60968,0.087
28,Webb,250304,0.358
28,Wilson,38730,0.055
28,Zapata,14018,0.02
29,Harris,698488,1
30,Dallas,698487,1
31,Bell,275808,0.395
31,Williamson,422677,0.605
32,Collin,47657,0.068
32,Dallas,650831,0.932
33,Dallas,358632,0.513
33,Tarrant,339850,0.487
34,Bee,31861,0.046
34,Cameron,406220,0.582
34,DeWitt,20097,0.029
34,Goliad,7210,0.01
34,Gonzales,6139,0.009
34,Hidalgo,111086,0.159
34,Jim Wells,40838,0.058
34,Kenedy,416,0.001
34,Kleberg,32061,0.046
34,San Patricio,20425,0.029
34,Willacy,22134,0.032
35,Bexar,329237,0.471
35,Caldwell,17833,0.026
35,Comal,31128,0.045
35,Guadalupe,22845,0.033
35,Hays,81819,0.117
35,Travis,215626,0.309
36,Chambers,35096,0.05
36,Hardin,54635,0.078
36,Harris,333943,0.478
36,Jasper,35710,0.051
36,Liberty,75643,0.108
36,Newton,14445,0.021
36,Orange,81837,0.117
36,Polk,45413,0.065
36,Tyler,21766,0.031
