SD #,County,County Pop. in SD,% of SD in County
20,Jim Wells,40838,0.049
20,Nueces,336624,0.404
21,Atascosa,988,0.001
21,Bee,31861,0.039
21,Bexar,11953,0.015
21,Caldwell,38066,0.047
21,Duval,11782,0.015
21,Guadalupe,49858,0.062
21,Hays,48090,0.06
21,Jim Hogg,5300,0.007
21,Karnes,14824,0.018
21,La Salle,6886,0.009
21,Live Oak,11531,0.014
21,McMullen,707,0.001
21,San Patricio,64804,0.08
21,Starr,60968,0.076
21,Travis,142602,0.177
21,Webb,250304,0.31
21,Wilson,42918,0.053
21,Zapata,14018,0.017
22,Bosque,18212,0.022
22,Ellis,149610,0.185
22,Falls,17866,0.022
22,Hill,35089,0.043
22,Hood,51182,0.063
22,Johnson,150934,0.186
22,McLennan,234906,0.29
22,Navarro,47735,0.059
22,Somervell,8490,0.01
22,Tarrant,95816,0.118
23,Dallas,813692,1
24,Bandera,20485,0.026
24,Bell,310235,0.389
24,Blanco,10497,0.013
24,Brown,38106,0.048
24,Burnet,42750,0.054
24,Callahan,13544,0.017
24,Comanche,13974,0.018
24,Coryell,75388,0.094
24,Gillespie,24837,0.031
24,Hamilton,8517,0.011
24,Kerr,49625,0.062
24,Lampasas,19677,0.025
24,Llano,19301,0.024
24,Mills,4936,0.006
24,San Saba,6131,0.008
24,Taylor,91530,0.115
24,Travis,48656,0.061
25,Bexar,410768,0.504
25,Comal,108472,0.133
25,Guadalupe,81675,0.1
25,Hays,109017,0.134
25,Kendall,33410,0.041
25,Travis,72429,0.089
26,Bexar,802046,1
27,Cameron,406220,0.516
27,Hidalgo,326115,0.414
27,Kenedy,416,0.001
27,Kleberg,32061,0.041
27,Willacy,22134,0.028
28,Baylor,3726,0.005
28,Borden,641,0.001
28,Childress,7041,0.009
28,Coke,3320,0.004
28,Coleman,8895,0.011
28,Concho,4087,0.005
28,Cottle,1505,0.002
28,Crane,4375,0.006
28,Crosby,6059,0.008
28,Dawson,13833,0.018
28,Dickens,2444,0.003
28,Eastland,18583,0.024
28,Fisher,3974,0.005
28,Floyd,6446,0.008
28,Foard,1336,0.002
28,Garza,6461,0.008
28,Hale,36273,0.047
28,Hardeman,4139,0.005
28,Haskell,5899,0.008
28,Hockley,22935,0.029
28,Irion,1599,0.002
28,Jones,20202,0.026
28,Kent,808,0.001
28,Kimble,4607,0.006
28,King,286,0
28,Knox,3719,0.005
28,Lamb,13977,0.018
28,Lubbock,278831,0.358
28,Lynn,5915,0.008
28,McCulloch,8283,0.011
28,Mason,4012,0.005
28,Menard,2242,0.003
28,Mitchell,9403,0.012
28,Motley,1210,0.002
28,Nolan,15216,0.02
28,Reagan,3367,0.004
28,Runnels,10501,0.013
28,Schleicher,3461,0.004
28,Scurry,16921,0.022
28,Shackelford,3378,0.004
28,Stephens,9630,0.012
28,Sterling,1143,0.001
28,Stonewall,1490,0.002
28,Sutton,4128,0.005
28,Taylor,39976,0.051
28,Terry,12651,0.016
28,Throckmorton,1641,0.002
28,Tom Green,110224,0.142
28,Upton,3355,0.004
28,Ward,10658,0.014
28,Wilbarger,13535,0.017
29,Culberson,2398,0.003
29,El Paso,800647,0.98
29,Hudspeth,3476,0.004
29,Jeff Davis,2342,0.003
29,Presidio,7818,0.01
30,Archer,9054,0.011
30,Clay,10752,0.013
30,Collin,113736,0.137
30,Cooke,38437,0.046
30,Denton,115850,0.14
30,Erath,37890,0.046
30,Grayson,120877,0.146
30,Jack,9044,0.011
30,Montague,19719,0.024
30,Palo Pinto,28111,0.034
30,Parker,116927,0.141
30,Wichita,131500,0.159
30,Wise,59127,0.071
30,Young,18550,0.022
31,Andrews,14786,0.019
31,Armstrong,1901,0.002
31,Bailey,7165,0.009
31,Briscoe,1637,0.002
31,Carson,6182,0.008
31,Castro,8062,0.01
31,Cochran,3127,0.004
31,Collingsworth,3057,0.004
31,Dallam,6703,0.008
31,Deaf Smith,19372,0.024
31,Donley,3677,0.005
31,Ector,137130,0.173
31,Gaines,17526,0.022
31,Glasscock,1226,0.002
31,Gray,22535,0.028
31,Hall,3353,0.004
31,Hansford,5613,0.007
31,Hartley,6062,0.008
31,Hemphill,3807,0.005
31,Howard,35012,0.044
31,Hutchinson,22150,0.028
31,Lipscomb,3302,0.004
31,Loving,82,0
31,Martin,4799,0.006
31,Midland,136872,0.172
31,Moore,21904,0.028
31,Ochiltree,10223,0.013
31,Oldham,2052,0.003
31,Parmer,10269,0.013
31,Potter,121073,0.153
31,Randall,120725,0.152
31,Roberts,929,0.001
31,Sherman,3034,0.004
31,Swisher,7854,0.01
31,Wheeler,5410,0.007
31,Winkler,7110,0.009
31,Yoakum,7879,0.01
