SD #,County,County Pop. in SD,% of SD in County
35,Douglas,97124,0.559
35,Fulton,76604,0.441
36,Fulton,172083,1
37,Cobb,172832,1
38,Cobb,71999,0.413
38,Fulton,102542,0.587
39,Fulton,173809,1
40,DeKalb,136349,0.786
40,Fulton,9738,0.056
40,Gwinnett,27452,0.158
41,DeKalb,126251,0.728
41,Gwinnett,47201,0.272
42,DeKalb,172447,1
43,DeKalb,43505,0.253
43,Newton,61092,0.355
43,Rockdale,67508,0.392
44,Clayton,121175,0.695
44,DeKalb,53289,0.305
45,Gwinnett,173558,1
46,Clarke,70780,0.406
46,Oconee,32808,0.188
46,Walton,70642,0.405
47,Barrow,69367,0.398
47,Clarke,45934,0.263
47,Jackson,30996,0.178
47,Madison,28120,0.161
48,Fulton,58367,0.341
48,Gwinnett,112873,0.659
49,Hall,173823,1
50,Banks,18395,0.107
50,Franklin,22084,0.129
50,Habersham,43041,0.251
50,Hall,5861,0.034
50,Jackson,29489,0.172
50,Rabun,16276,0.095
50,Stephens,26175,0.152
50,Towns,10471,0.061
51,Dawson,22330,0.129
51,Fannin,23682,0.136
51,Forsyth,2785,0.016
51,Gilmer,28292,0.163
51,Lumpkin,29966,0.173
51,Pickens,18038,0.104
51,Union,21356,0.123
51,White,27144,0.156
52,Bartow,38593,0.224
52,Chattooga,2195,0.013
52,Floyd,96317,0.558
52,Gordon,35389,0.205
53,Catoosa,63942,0.369
53,Chattooga,23820,0.138
53,Dade,16633,0.096
53,Walker,68756,0.397
54,Gordon,19797,0.114
54,Murray,39628,0.229
54,Pickens,11393,0.066
54,Whitfield,102599,0.592
55,DeKalb,76339,0.438
55,Gwinnett,97857,0.562
56,Cherokee,6225,0.036
56,Fulton,168262,0.964
