HD #,County,County Pop. in HD,% of HD in County
57,Greene,29083,1
58,Craighead,28975,1
59,Craighead,29758,1
60,Greene,2947,0.102
60,Lawrence,17413,0.602
60,Randolph,3025,0.105
60,Sharp,5562,0.192
61,Baxter,377,0.013
61,Fulton,12245,0.423
61,Randolph,11976,0.413
61,Sharp,4374,0.151
62,Independence,2594,0.089
62,Izard,13696,0.469
62,Sharp,7328,0.251
62,Stone,5555,0.19
63,Independence,29412,1
64,Baxter,7811,0.266
64,Cleburne,12462,0.424
64,Marion,88,0.003
64,Searcy,2164,0.074
64,Stone,6839,0.233
65,Conway,21172,0.734
65,Perry,7672,0.266
66,Cleburne,13508,0.459
66,Faulkner,7312,0.249
66,Van Buren,8582,0.292
67,Faulkner,28823,1
68,Pope,20825,0.705
68,Van Buren,8713,0.295
69,Johnson,25540,0.883
69,Pope,3386,0.117
70,Faulkner,29213,0.979
70,Perry,619,0.021
71,Pope,29320,1
72,Faulkner,29182,1
73,Conway,101,0.004
73,Perry,1917,0.067
73,Pope,4773,0.167
73,Yell,21734,0.762
74,Franklin,896,0.03
74,Logan,22353,0.759
74,Scott,1861,0.063
74,Sebastian,4358,0.148
75,Crawford,7764,0.267
75,Sebastian,21326,0.733
76,Sebastian,28829,1
77,Sebastian,28916,1
78,Sebastian,28897,1
79,Crawford,29291,1
80,Crawford,6982,0.236
80,Washington,22547,0.764
81,Crawford,17218,0.587
81,Washington,12090,0.413
82,Crawford,693,0.024
82,Franklin,17229,0.606
82,Madison,10526,0.37
83,Boone,9984,0.345
83,Carroll,2252,0.078
83,Newton,8330,0.288
83,Pope,3450,0.119
83,Searcy,4903,0.17
84,Washington,29610,1
85,Washington,29298,1
86,Washington,29323,1
87,Benton,16837,0.566
87,Washington,12903,0.434
88,Washington,29668,1
89,Washington,29302,1
90,Benton,29273,1
91,Benton,29161,1
92,Benton,28977,1
93,Benton,29219,1
94,Benton,29300,1
95,Benton,29256,1
96,Benton,29316,1
97,Carroll,15819,0.539
97,Madison,5191,0.177
97,Washington,8324,0.284
98,Boone,19547,0.676
98,Carroll,9375,0.324
99,Baxter,4327,0.147
99,Boone,7372,0.251
99,Marion,16565,0.564
99,Searcy,1128,0.038
100,Baxter,28998,1
