HD #,County,County Pop. in HD,% of HD in County
41,Garfield,18618,0.5
41,Kingfisher,1828,0.049
41,Oklahoma,3871,0.104
42,Garvin,17574,0.477
42,McClain,19307,0.523
43,Canadian,37356,1
44,Cleveland,37207,1
45,Cleveland,37105,1
46,Cleveland,37080,1
47,Canadian,30747,0.821
47,Grady,6690,0.179
48,Carter,35610,0.958
48,Garvin,833,0.022
48,Murray,730,0.02
49,Carter,11947,0.321
49,Love,9423,0.253
49,Marshall,15840,0.426
50,Jefferson,6472,0.173
50,Stephens,30983,0.827
51,Grady,22681,0.613
51,McClain,1949,0.053
51,Stephens,12344,0.334
52,Greer,5516,0.147
52,Harmon,2922,0.078
52,Jackson,26446,0.706
52,Kiowa,2580,0.069
53,Cleveland,37134,1
54,Cleveland,32392,0.87
54,Oklahoma,4828,0.13
55,Beckham,16460,0.442
55,Greer,723,0.019
55,Kiowa,4776,0.128
55,Roger Mills,3647,0.098
55,Washita,11629,0.312
56,Caddo,14845,0.403
56,Grady,19930,0.541
56,Kiowa,2090,0.057
57,Beckham,5659,0.151
57,Blaine,1944,0.052
57,Caddo,784,0.021
57,Canadian,1509,0.04
57,Custer,27469,0.735
58,Alfalfa,5642,0.152
58,Major,7527,0.203
58,Woods,8878,0.24
58,Woodward,14951,0.404
59,Blaine,9999,0.269
59,Canadian,4354,0.117
59,Dewey,4810,0.129
59,Kingfisher,13206,0.355
59,Woodward,4785,0.129
60,Caddo,8213,0.223
60,Canadian,28675,0.777
61,Beaver,5636,0.153
61,Cimarron,2475,0.067
61,Ellis,4151,0.112
61,Harper,3685,0.1
61,Texas,20640,0.559
61,Woodward,345,0.009
62,Comanche,37363,1
63,Comanche,29235,0.785
63,Tillman,7992,0.215
64,Comanche,37200,1
65,Caddo,5758,0.155
65,Comanche,20300,0.547
65,Cotton,6193,0.167
65,Grady,3130,0.084
65,Stephens,1721,0.046
66,Osage,1338,0.036
66,Tulsa,35748,0.964
67,Tulsa,36954,1
68,Creek,951,0.026
68,Tulsa,35919,0.974
69,Tulsa,37176,1
70,Tulsa,36930,1
71,Tulsa,37390,1
72,Tulsa,37268,1
73,Osage,6265,0.17
73,Tulsa,30655,0.83
74,Rogers,11907,0.32
74,Tulsa,25321,0.68
75,Tulsa,37310,1
76,Tulsa,37161,1
77,Rogers,646,0.018
77,Tulsa,36223,0.982
78,Tulsa,37222,1
79,Tulsa,37241,1
80,Tulsa,34095,0.923
80,Wagoner,2829,0.077
81,Oklahoma,36974,1
82,Oklahoma,37210,1
83,Oklahoma,37256,1
84,Oklahoma,37216,1
85,Oklahoma,37120,1
86,Adair,22683,0.611
86,Cherokee,5064,0.136
86,Delaware,9406,0.253
87,Oklahoma,37059,1
88,Oklahoma,37191,1
89,Oklahoma,37125,1
90,Cleveland,1701,0.046
90,Oklahoma,35472,0.954
91,Cleveland,37169,1
92,Oklahoma,37379,1
93,Oklahoma,37243,1
94,Oklahoma,37289,1
95,Oklahoma,36818,1
96,Oklahoma,37254,1
97,Oklahoma,37119,1
98,Tulsa,14056,0.381
98,Wagoner,22814,0.619
99,Oklahoma,37417,1
100,Oklahoma,37460,1
101,Oklahoma,37009,1
