HD #,County,County Pop. in HD,% of HD in County
93,Fulton,8036,0.074
93,Knox,22786,0.21
93,McDonough,32612,0.3
93,Mason,14666,0.135
93,Schuyler,7544,0.069
93,Warren,2511,0.023
94,Adams,67103,0.617
94,Hancock,19104,0.176
94,Henderson,7331,0.067
94,Warren,15196,0.14
95,Christian,28181,0.259
95,Macoupin,42223,0.388
95,Madison,8226,0.076
95,Montgomery,30104,0.277
96,Christian,6619,0.061
96,Macon,63491,0.584
96,Sangamon,38624,0.355
97,Kendall,22858,0.21
97,Will,85903,0.79
98,Will,108708,1
99,Sangamon,108734,1
100,Calhoun,5089,0.047
100,Greene,13886,0.128
100,Jersey,20523,0.189
100,Macoupin,5542,0.051
100,Madison,6023,0.055
100,Morgan,35547,0.327
100,Pike,16430,0.151
100,Sangamon,339,0.003
100,Scott,5355,0.049
101,Champaign,18531,0.17
101,De Witt,16561,0.152
101,McLean,11822,0.109
101,Macon,45091,0.415
101,Piatt,16729,0.154
102,Champaign,30313,0.279
102,Douglas,19980,0.184
102,Edgar,16842,0.155
102,Macon,2186,0.02
102,Moultrie,14846,0.137
102,Shelby,22363,0.206
102,Vermilion,2204,0.02
103,Champaign,108734,1
104,Champaign,43503,0.4
104,Vermilion,65231,0.6
105,Livingston,6107,0.056
105,McLean,102627,0.944
106,Ford,14081,0.129
106,Iroquois,29718,0.273
106,Livingston,30999,0.285
106,Vermilion,14190,0.131
106,Woodford,19747,0.182
107,Bond,17768,0.163
107,Clinton,3136,0.029
107,Effingham,26253,0.241
107,Fayette,22140,0.204
107,Marion,39437,0.363
108,Clinton,34626,0.318
108,Madison,44233,0.407
108,St. Clair,18575,0.171
108,Washington,11300,0.104
109,Clay,13815,0.127
109,Edwards,6721,0.062
109,Effingham,7989,0.073
109,Jasper,9698,0.089
109,Lawrence,10906,0.1
109,Richland,16233,0.149
109,Wabash,11947,0.11
109,Wayne,16760,0.154
109,White,14665,0.135
110,Clark,16335,0.15
110,Coles,53873,0.495
110,Crawford,19817,0.182
110,Cumberland,11048,0.102
110,Edgar,1734,0.016
110,Lawrence,5927,0.055
111,Jersey,2462,0.023
111,Madison,106272,0.977
112,Madison,90849,0.836
112,St. Clair,17885,0.164
113,Madison,13679,0.126
113,St. Clair,95004,0.874
114,St. Clair,108785,1
115,Jackson,44760,0.412
115,Jefferson,38827,0.357
115,Perry,9856,0.091
115,Union,11875,0.109
115,Washington,3416,0.031
116,Monroe,32957,0.303
116,Perry,12494,0.115
116,Randolph,33476,0.308
116,St. Clair,29807,0.274
117,Franklin,39561,0.364
117,Hamilton,2816,0.026
117,Williamson,66357,0.61
118,Alexander,8238,0.076
118,Gallatin,5589,0.051
118,Hamilton,5641,0.052
118,Hardin,4320,0.04
118,Jackson,15458,0.142
118,Johnson,12582,0.116
118,Massac,15429,0.142
118,Pope,4470,0.041
118,Pulaski,6161,0.057
118,Saline,24913,0.229
118,Union,5933,0.055
