County,HD #,HD Pop. in County,% of County in HD
Oktibbeha,43,24921,0.523
Panola,10,15003,0.432
Panola,11,19704,0.568
Pearl River,93,8543,0.153
Pearl River,106,21827,0.391
Pearl River,108,25464,0.456
Perry,86,2365,0.193
Perry,105,9885,0.807
Pike,53,3192,0.079
Pike,96,2266,0.056
Pike,97,11843,0.293
Pike,98,23103,0.572
Pontotoc,15,23363,0.78
Pontotoc,22,6594,0.22
Prentiss,3,20448,0.809
Prentiss,18,4828,0.191
Quitman,9,7239,0.88
Quitman,30,984,0.12
Rankin,59,25082,0.177
Rankin,60,25533,0.18
Rankin,61,25508,0.18
Rankin,62,22178,0.157
Rankin,68,3713,0.026
Rankin,74,25423,0.18
Rankin,75,8555,0.06
Rankin,77,5625,0.04
Scott,75,16963,0.6
Scott,78,11301,0.4
Sharkey,51,4916,1
Simpson,62,274,0.01
Simpson,77,19570,0.712
Simpson,90,4950,0.18
Simpson,91,2709,0.098
Smith,79,16491,1
Stone,93,8879,0.499
Stone,107,8907,0.501
Sunflower,29,311,0.011
Sunflower,30,10689,0.363
Sunflower,31,18450,0.626
Tallahatchie,10,1213,0.079
Tallahatchie,30,6641,0.432
Tallahatchie,33,7187,0.467
Tallahatchie,34,337,0.022
Tate,5,506,0.018
Tate,8,22124,0.766
Tate,9,2625,0.091
Tate,11,3631,0.126
Tippah,4,22232,1
Tishomingo,1,13186,0.673
Tishomingo,21,6407,0.327
Tunica,9,10778,1
Union,13,3159,0.116
Union,14,23122,0.852
Union,18,853,0.031
Walthall,98,2291,0.148
Walthall,99,13152,0.852
Warren,54,17587,0.361
Warren,55,23929,0.491
Warren,63,1554,0.032
Warren,85,5703,0.117
Washington,31,5446,0.106
Washington,49,23429,0.458
Washington,50,22262,0.435
Wayne,86,20747,1
Webster,23,3182,0.31
Webster,35,6386,0.623
Webster,46,685,0.067
Wilkinson,96,9878,1
Winston,35,9023,0.47
Winston,42,9418,0.491
Winston,43,492,0.026
Winston,45,265,0.014
Yalobusha,33,12678,1
Yazoo,27,1906,0.068
Yazoo,47,9309,0.332
Yazoo,51,9842,0.351
Yazoo,54,5461,0.195
Yazoo,63,1547,0.055
