County,HD #,HD Pop. in County,% of County in HD
Luzerne,117,28559,0.089
Luzerne,118,43059,0.134
Luzerne,119,63187,0.197
Luzerne,120,62171,0.194
Luzerne,121,62059,0.193
Lycoming,83,62097,0.535
Lycoming,84,54014,0.465
McKean,67,43450,1
Mercer,7,63943,0.548
Mercer,8,37664,0.323
Mercer,17,15031,0.129
Mifflin,81,3075,0.066
Mifflin,82,29094,0.623
Mifflin,171,14513,0.311
Monroe,115,61244,0.361
Monroe,176,64551,0.38
Monroe,189,44047,0.259
Montgomery,26,8739,0.011
Montgomery,53,61659,0.077
Montgomery,61,61503,0.077
Montgomery,70,63899,0.08
Montgomery,131,15641,0.02
Montgomery,146,61171,0.076
Montgomery,147,62015,0.078
Montgomery,148,63904,0.08
Montgomery,149,62968,0.079
Montgomery,150,63950,0.08
Montgomery,151,60458,0.076
Montgomery,152,56148,0.07
Montgomery,153,63568,0.079
Montgomery,154,60602,0.076
Montgomery,157,11805,0.015
Montgomery,166,9883,0.012
Montgomery,172,2543,0.003
Montgomery,194,9418,0.012
Montour,107,18267,1
Northampton,131,7687,0.026
Northampton,135,64957,0.218
Northampton,136,63737,0.214
Northampton,137,63104,0.212
Northampton,138,64360,0.216
Northampton,183,33890,0.114
Northumberland,107,42549,0.45
Northumberland,108,51979,0.55
Perry,86,45969,1
Philadelphia,152,5059,0.003
Philadelphia,170,64723,0.042
Philadelphia,172,60985,0.04
Philadelphia,173,64506,0.042
Philadelphia,174,62030,0.041
Philadelphia,175,60162,0.039
Philadelphia,177,64682,0.042
Philadelphia,179,64687,0.042
Philadelphia,180,61423,0.04
Philadelphia,181,60446,0.04
Philadelphia,182,60646,0.04
Philadelphia,184,61487,0.04
Philadelphia,185,50838,0.033
Philadelphia,186,61186,0.04
Philadelphia,188,60761,0.04
Philadelphia,190,62703,0.041
Philadelphia,191,44153,0.029
Philadelphia,192,61656,0.04
Philadelphia,194,51882,0.034
Philadelphia,195,62870,0.041
Philadelphia,197,64621,0.042
Philadelphia,198,62075,0.041
Philadelphia,200,62294,0.041
Philadelphia,201,60407,0.04
Philadelphia,202,64737,0.042
Philadelphia,203,64987,0.043
Pike,139,38825,0.677
Pike,189,18544,0.323
Potter,67,15984,0.916
Potter,68,1473,0.084
Schuylkill,123,61300,0.413
Schuylkill,124,37843,0.255
Schuylkill,125,49146,0.331
Snyder,85,28818,0.726
Snyder,108,10884,0.274
Somerset,51,11787,0.152
Somerset,59,13373,0.172
Somerset,69,51559,0.663
Somerset,71,1023,0.013
Sullivan,110,6428,1
Susquehanna,110,8788,0.203
Susquehanna,111,34568,0.797
Tioga,68,41981,1
Union,84,9421,0.21
Union,85,35526,0.79
Venango,64,54984,1
Warren,65,41815,1
Washington,15,24562,0.118
Washington,39,11881,0.057
Washington,40,21213,0.102
Washington,46,33635,0.162
Washington,48,61340,0.295
Washington,49,49572,0.239
Washington,50,5617,0.027
Wayne,111,28517,0.54
Wayne,139,24305,0.46
Westmoreland,33,18273,0.05
Westmoreland,52,7780,0.021
Westmoreland,54,45023,0.123
Westmoreland,55,55041,0.151
Westmoreland,56,60672,0.166
Westmoreland,57,62920,0.172
Westmoreland,58,64228,0.176
Westmoreland,59,51232,0.14
Wyoming,117,28276,1
York,47,64187,0.148
York,92,57013,0.131
York,93,62859,0.145
York,94,62119,0.143
York,95,63880,0.147
York,169,62846,0.144
York,196,62068,0.143
