County,HD #,HD Pop. in County,% of County in HD
Mobile,103,45075,0.109
Mobile,104,45072,0.109
Mobile,105,45072,0.109
Monroe,64,7746,0.336
Monroe,68,15322,0.664
Montgomery,69,15190,0.066
Montgomery,74,45646,0.199
Montgomery,75,27134,0.118
Montgomery,76,45972,0.2
Montgomery,77,45954,0.2
Montgomery,78,45957,0.2
Montgomery,90,3510,0.015
Morgan,4,34665,0.29
Morgan,7,3226,0.027
Morgan,8,45096,0.377
Morgan,9,32185,0.269
Morgan,11,4318,0.036
Perry,67,1258,0.119
Perry,72,9333,0.881
Pickens,61,15194,0.769
Pickens,71,4552,0.231
Pike,89,32899,1
Randolph,37,22913,1
Russell,80,22488,0.425
Russell,83,22861,0.432
Russell,84,7598,0.144
St. Clair,30,18493,0.221
St. Clair,36,19139,0.229
St. Clair,50,45961,0.55
Shelby,15,5525,0.028
Shelby,41,45092,0.231
Shelby,43,44985,0.231
Shelby,45,23574,0.121
Shelby,48,8943,0.046
Shelby,49,21030,0.108
Shelby,73,45936,0.235
Sumter,71,9268,0.673
Sumter,72,4495,0.327
Talladega,32,22240,0.27
Talladega,33,39098,0.475
Talladega,35,19508,0.237
Talladega,36,1445,0.018
Tallapoosa,81,36253,0.871
Tallapoosa,82,5363,0.129
Tuscaloosa,16,8367,0.043
Tuscaloosa,61,29872,0.153
Tuscaloosa,62,45842,0.236
Tuscaloosa,63,45251,0.232
Tuscaloosa,70,45968,0.236
Tuscaloosa,71,19356,0.099
Walker,13,39953,0.596
Walker,14,27070,0.404
Washington,65,15327,0.872
Washington,68,2254,0.128
Wilcox,69,11670,1
Winston,7,5168,0.211
Winston,14,12665,0.517
Winston,17,6651,0.272
