County,HD #,HD Pop. in County,% of County in HD
Middlesex,1st Middlesex,41064,0.027
Middlesex,2nd Middlesex,41961,0.028
Middlesex,3rd Middlesex,35759,0.024
Middlesex,4th Middlesex,27610,0.018
Middlesex,5th Middlesex,37125,0.025
Middlesex,6th Middlesex,41859,0.028
Middlesex,7th Middlesex,39335,0.026
Middlesex,8th Middlesex,28472,0.019
Middlesex,9th Middlesex,40086,0.027
Middlesex,10th Middlesex,40098,0.027
Middlesex,11th Middlesex,39555,0.026
Middlesex,12th Middlesex,40320,0.027
Middlesex,13th Middlesex,41966,0.028
Middlesex,14th Middlesex,40844,0.027
Middlesex,15th Middlesex,42292,0.028
Middlesex,16th Middlesex,41528,0.028
Middlesex,17th Middlesex,41046,0.027
Middlesex,18th Middlesex,39149,0.026
Middlesex,19th Middlesex,40627,0.027
Middlesex,20th Middlesex,27350,0.018
Middlesex,21st Middlesex,41415,0.028
Middlesex,22nd Middlesex,40243,0.027
Middlesex,23rd Middlesex,42890,0.029
Middlesex,24th Middlesex,41454,0.028
Middlesex,25th Middlesex,41376,0.028
Middlesex,26th Middlesex,40139,0.027
Middlesex,27th Middlesex,39479,0.026
Middlesex,28th Middlesex,41667,0.028
Middlesex,29th Middlesex,39934,0.027
Middlesex,30th Middlesex,39511,0.026
Middlesex,31st Middlesex,42811,0.028
Middlesex,32nd Middlesex,41331,0.027
Middlesex,33rd Middlesex,40759,0.027
Middlesex,34th Middlesex,42327,0.028
Middlesex,35th Middlesex,40073,0.027
Middlesex,36th Middlesex,40749,0.027
Middlesex,37th Middlesex,27004,0.018
Middlesex,14th Norfolk,14554,0.01
Middlesex,8th Suffolk,15964,0.011
Nantucket,"Barnstable, Dukes & Nantucket",10172,1
Norfolk,1st Bristol,16865,0.025
Norfolk,5th Middlesex,5180,0.008
Norfolk,1st Norfolk,41361,0.062
Norfolk,2nd Norfolk,40055,0.06
Norfolk,3rd Norfolk,41605,0.062
Norfolk,4th Norfolk,38785,0.058
Norfolk,5th Norfolk,41176,0.061
Norfolk,6th Norfolk,39329,0.059
Norfolk,7th Norfolk,40213,0.06
Norfolk,8th Norfolk,37334,0.056
Norfolk,9th Norfolk,42375,0.063
Norfolk,10th Norfolk,41302,0.062
Norfolk,11th Norfolk,42281,0.063
Norfolk,12th Norfolk,40451,0.06
Norfolk,13th Norfolk,40396,0.06
Norfolk,14th Norfolk,27982,0.042
Norfolk,15th Norfolk,39927,0.06
Norfolk,3rd Plymouth,7542,0.011
Norfolk,10th Suffolk,11411,0.017
Norfolk,12th Suffolk,5496,0.008
Norfolk,13th Suffolk,2973,0.004
Norfolk,15th Suffolk,3794,0.006
Norfolk,18th Suffolk,3600,0.005
Norfolk,8th Worcester,16332,0.024
Norfolk,10th Worcester,3085,0.005
Plymouth,10th Bristol,16184,0.033
Plymouth,12th Bristol,22238,0.045
Plymouth,5th Barnstable,3801,0.008
Plymouth,4th Norfolk,3815,0.008
Plymouth,1st Plymouth,41294,0.083
Plymouth,2nd Plymouth,41036,0.083
Plymouth,3rd Plymouth,31598,0.064
Plymouth,4th Plymouth,40302,0.081
Plymouth,5th Plymouth,41874,0.085
Plymouth,6th Plymouth,40518,0.082
Plymouth,7th Plymouth,40818,0.082
Plymouth,8th Plymouth,26563,0.054
Plymouth,9th Plymouth,40284,0.081
Plymouth,10th Plymouth,40300,0.081
Plymouth,11th Plymouth,23592,0.048
Plymouth,12th Plymouth,40702,0.082
Suffolk,9th Essex,9,0
Suffolk,1st Suffolk,40508,0.056
Suffolk,2nd Suffolk,42801,0.059
Suffolk,3rd Suffolk,40058,0.055
Suffolk,4th Suffolk,39513,0.055
Suffolk,5th Suffolk,39677,0.055
Suffolk,6th Suffolk,39250,0.054
Suffolk,7th Suffolk,40030,0.055
Suffolk,8th Suffolk,26883,0.037
Suffolk,9th Suffolk,42101,0.058
Suffolk,10th Suffolk,28899,0.04
Suffolk,11th Suffolk,38925,0.054
Suffolk,12th Suffolk,33802,0.047
Suffolk,13th Suffolk,38197,0.053
Suffolk,14th Suffolk,39110,0.054
Suffolk,15th Suffolk,35875,0.05
Suffolk,16th Suffolk,37613,0.052
Suffolk,17th Suffolk,39689,0.055
Suffolk,18th Suffolk,38638,0.054
Suffolk,19th Suffolk,40445,0.056
Worcester,2nd Franklin,23771,0.03
Worcester,1st Hampden,14403,0.018
Worcester,3rd Middlesex,4897,0.006
Worcester,4th Middlesex,14528,0.018
Worcester,8th Middlesex,13376,0.017
Worcester,37th Middlesex,14199,0.018
Worcester,18th Worcester,41144,0.052
Worcester,1st Worcester,40974,0.051
Worcester,2nd Worcester,40291,0.05
Worcester,3rd Worcester,42725,0.054
Worcester,4th Worcester,40759,0.051
Worcester,5th Worcester,38385,0.048
Worcester,6th Worcester,40737,0.051
Worcester,7th Worcester,39496,0.049
Worcester,8th Worcester,25673,0.032
Worcester,9th Worcester,41014,0.051
Worcester,10th Worcester,39749,0.05
Worcester,11th Worcester,42838,0.054
Worcester,12th Worcester,39909,0.05
Worcester,13th Worcester,40002,0.05
Worcester,14th Worcester,40433,0.051
Worcester,15th Worcester,39568,0.05
Worcester,16th Worcester,40330,0.051
Worcester,17th Worcester,39351,0.049
